Id,Date,Url,Topic
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,soil additional
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,important product
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,fmc corporation
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,technology fmc
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,lower u
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,week earlier
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,future overnight
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,barrel day
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,southern midwest
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,litigation bayer
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,roundup official
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,bayer said
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,class court
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,case claim
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,next sale
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,auction sale
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,sale live
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,equipment auction
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,sale sullivan
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,cbp product
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,cbp product
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,usda cbp
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,year prohibited
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,liaison 2020
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer demand
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer total
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,coronavirus fertilizer
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer 2020
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer china
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,program usda
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,usda program
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,would pay
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,bill senator
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,bill coronavirus
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,oregon job
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,worker bill
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,future bushel
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,trade future
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,trade soybean
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,could trade
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,expected storm
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,igrowth sorghum
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,igrowth sorghum
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,hybrid stewardship
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,hybrid suited
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,sorghum grain
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,farm land
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,farm value
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land farm
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land value
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land said
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,crop week
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,said flood
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,future bushel
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,ton week
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,ton million
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 millionuniversity
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 agricultural
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,research food
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 practice
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,agricultural grant
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,usda report
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,report usda
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,crop condition
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,progress crop
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,corn usda
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,crop pioneer
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,get id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,pioneer id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,pest threat
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,id crop
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,soybean epa
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,dicamba 3
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,epa dicamba
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,said —
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,epa dicamba
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,future case
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,week position
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,weather expected
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,subscribe options2
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,week contract
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,way future
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,price way
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,make understand
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,option becomes
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,basis like
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,science crop
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer industry
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,show bayer
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer say
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer event
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,exemption refiner
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,ethanol fuel
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,include hand
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,said industry
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,billion gallon
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,ton metric
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,strong overnight
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,future ton
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,ton sale
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,1 ton
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,number high
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,agreement said
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,billion lighthizer
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,billion committee
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,china u
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta say
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,group syngenta
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,barrel day
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,said day
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,spotify alexa
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,future part
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,crop condition
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,mohler rain
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,western mohler
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,early period
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,weather people
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,model early
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,tractor deere
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,sale hour
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,hour also
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,certainly 2009
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,deere sold
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,use product
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,according dicamba
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,court product
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,national group
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,existing would
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,china billion
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,china committee
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,food china
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,trade agreement
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,trade group
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,future bushel
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,mph million
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,year wheat
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,export grain
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,million ton
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,wheat payment
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,sold industry
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,cfap payment
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,cfap application
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,available farmer
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,hubbs rise
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,china delivery
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,marketing hubbs
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,china destination
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,soybean sale
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,aid year
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,need financial
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,year farm
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,corn economist
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,usda billion
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,ton year
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,soy added
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,crop emerged
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,ton week
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,future wind
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,usda crop
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,monday usda
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,respondent progress
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,provide crop
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,report usda
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,corn head
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,series deere
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,grain head
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,per acre
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,badding say
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,x series
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,combine includes
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,harvest x9
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,crop pas
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,package premium
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,court epa
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,dicamba said
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,target saidcritics
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,dicamba epa
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,grower resistant
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,law case
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,first violated
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,law north
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,employee animal
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,worker said
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,soybean soy
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,contract forecast
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,last million
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,corn bet
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,future million
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,basf farmer
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,filed motion
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,weed registration
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,basf engenia
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,also crop
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,demand month’s
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,price market
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,million trading
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,report bushel
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,year corn
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,hog usda
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,year usda
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,production billion
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,production would
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,year pound
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,ton sale
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,million warning
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,future bushel
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,ton metric
51,06-12-2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-12-2020,river foot
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,weed enlist
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,enlist u
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,enlist farm
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,enlist mceowen
52,06-11-2020,https://www.agriculture.com/news/crops/enlist-duo-herbicide-under-fire-by-ninth-circuit-court-of-appeals,product uproar
53,06-11-2020,https://www.agriculture.com/news/crops/usda-prints-big-estimates-of-us-corn-and-soybean-supplies,estimate usda
53,06-11-2020,https://www.agriculture.com/news/crops/usda-prints-big-estimates-of-us-corn-and-soybean-supplies,ending corn
