Id,Date,Url,Topic,Topic_Heading
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,soil additional,fmc
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,important product,fmc
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,fmc corporation,fmc
9,6/25/2020,https://www.agriculture.com/news/technology/fmc-corporation-launches-fmc-ventures,technology fmc,fmc
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,lower u,big
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,week earlier,big
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,future overnight,big
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,barrel day,big
10,6/25/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-25-2020,southern midwest,big
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,litigation bayer,bayer
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,roundup official,bayer
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,bayer said,bayer
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,class court,bayer
11,6/24/2020,https://www.agriculture.com/news/business/bayer-reaches-101-to-109-billion-glyphosate-settlement,case claim,bayer
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,next sale,auction
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,auction sale,auction
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,sale live,auction
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,equipment auction,auction
12,6/24/2020,https://www.agriculture.com/news/machinery/is-the-in-person-iron-auction-dead,sale sullivan,auction
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,cbp product,agent
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,cbp product,agent
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,usda cbp,agent
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,year prohibited,agent
13,6/24/2020,https://www.agriculture.com/news/livestock/agents-seize-almost-10-tons-of-meat-from-china,liaison 2020,agent
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer demand,coronavirus
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer total,coronavirus
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,coronavirus fertilizer,coronavirus
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer 2020,coronavirus
14,6/24/2020,https://www.agriculture.com/news/crops/essential-fertilizers-ride-the-coronavirus-storm,fertilizer china,coronavirus
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap,conservation
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,program usda,conservation
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap,conservation
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,land cap,conservation
15,6/24/2020,https://www.agriculture.com/news/business/think-tank-proposes-dramatic-expansion-of-conservation-easements,usda program,conservation
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,would pay,coronavirus
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,bill senator,coronavirus
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,bill coronavirus,coronavirus
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,oregon job,coronavirus
16,6/24/2020,https://www.agriculture.com/news/business/coronavirus-pay-raise-proposed-for-farmworkers,worker bill,coronavirus
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,future bushel,big
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,trade future,big
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,trade soybean,big
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,could trade,big
17,6/24/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-24-2020,expected storm,big
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,igrowth sorghum,alta
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,igrowth sorghum,alta
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,hybrid stewardship,alta
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,hybrid suited,alta
18,6/23/2020,https://www.agriculture.com/crops/alta-seeds-launches-herbicide-tolerant-sorghum-lineup,sorghum grain,alta
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,farm land,constrained
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,farm value,constrained
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land farm,constrained
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land value,constrained
19,6/23/2020,https://www.agriculture.com/news/business/farmland-values-constrained-by-falling-income-pandemic,land said,constrained
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,crop week,big
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,said flood,big
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,future bushel,big
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,ton week,big
20,6/23/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-23-2020,ton million,big
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 millionuniversity,million
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 agricultural,million
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,research food,million
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,10 practice,million
21,6/22/2020,https://www.agriculture.com/news/national-institute-of-food-and-ag-invests-90-million-in-nine-projects,agricultural grant,million
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,usda report,corn
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,report usda,corn
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,crop condition,corn
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,progress crop,corn
22,6/22/2020,https://www.agriculture.com/news/crops/corn-rating-rises-soybeans-falls-usda-says,corn usda,corn
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,crop pioneer,id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,get id,id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,pioneer id,id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,pest threat,id
23,6/22/2020,https://www.agriculture.com/news/technology/pioneer-launches-new-mobile-pest-id-tool,id crop,id
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,soybean epa,appellate
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,dicamba 3,appellate
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,epa dicamba,appellate
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,said —,appellate
24,6/22/2020,https://www.agriculture.com/news/business/appellate-court-backs-epa-on-dicamba-phase-out,epa dicamba,appellate
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,future case,thing
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,week position,thing
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,weather expected,thing
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,subscribe options2,thing
25,6/22/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-22-2020,week contract,thing
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,way future,dime
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,price way,dime
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,make understand,dime
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,option becomes,dime
26,6/19/2020,https://www.agriculture.com/news/business/nickel-and-dime,basis like,dime
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,science crop,bayer
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer industry,bayer
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,show bayer,bayer
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer say,bayer
27,6/19/2020,https://www.agriculture.com/news/business/bayer-crop-science-pulls-out-of-farm-shows-and-other-large-events-for-rest-of-2020,bayer event,bayer
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,exemption refiner,ask
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,ethanol fuel,ask
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,include hand,ask
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,said industry,ask
28,6/19/2020,https://www.agriculture.com/news/business/in-new-fuel-clash-oil-refiners-ask-for-52-retroactive-ethanol-exemptions,billion gallon,ask
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,ton metric,june
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,strong overnight,june
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,future ton,june
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,ton sale,june
29,6/19/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-19-2020,1 ton,june
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,number high,ag
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,agreement said,ag
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,billion lighthizer,ag
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,billion committee,ag
30,6/18/2020,https://www.agriculture.com/news/business/lighthizer-counts-on-wave-of-purchases-to-lift-china-to-ag-goal-0,china u,ag
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta say,group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group,group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group,group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,group syngenta,group
31,6/18/2020,https://www.agriculture.com/news/business/syngenta-group-is-launched,syngenta group,group
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,barrel day,big
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,said day,big
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,spotify alexa,big
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,future part,big
32,6/18/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-18-2020,crop condition,big
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,mohler rain,belt
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,western mohler,belt
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,early period,belt
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,weather people,belt
33,6/17/2020,https://www.agriculture.com/news/crops/the-corn-belts-summer-starts-with-rain-meteorologist-says,model early,belt
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,tractor deere,bank
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,sale hour,bank
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,hour also,bank
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,certainly 2009,bank
34,6/17/2020,https://www.agriculture.com/news/machinery/steel-deals-rare-deere-4wds-breaks-the-bank,deere sold,bank
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,use product,brief
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,according dicamba,brief
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,court product,brief
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,national group,brief
35,6/17/2020,https://www.agriculture.com/news/crops/farm-group-coalition-files-court-brief-defending-use-of-existing-dicamba-stocks,existing would,brief
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,china billion,buy
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,china committee,buy
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,food china,buy
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,trade agreement,buy
36,6/17/2020,https://www.agriculture.com/news/business/press-china-to-buy-more-farm-groups-say-to-trump,trade group,buy
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,future bushel,thing
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,mph million,thing
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,year wheat,thing
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,export grain,thing
37,6/17/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-17-2020,million ton,thing
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,wheat payment,like
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,sold industry,like
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,cfap payment,like
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,cfap application,like
38,6/16/2020,https://www.agriculture.com/news/business/what-s-it-like-to-apply-for-cfap,available farmer,like
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,hubbs rise,buy
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,china delivery,buy
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,marketing hubbs,buy
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,china destination,buy
39,6/16/2020,https://www.agriculture.com/news/business/china-buys-111-million-tonnes-of-us-soy-in-four-days,soybean sale,buy
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,aid year,drop
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,need financial,drop
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,year farm,drop
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,corn economist,drop
40,6/16/2020,https://www.agriculture.com/news/business/farm-income-stressed-this-year-may-drop-sharply-in-2021,usda billion,drop
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,ton year,thing
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,soy added,thing
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,crop emerged,thing
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,ton week,thing
41,6/16/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-16-2020,future wind,thing
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,usda crop,condition
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,monday usda,condition
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,respondent progress,condition
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,provide crop,condition
42,6/15/2020,https://www.agriculture.com/news/crops/us-corn-crop-conditions-dip-usda-says,report usda,condition
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,corn head,deere
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,series deere,deere
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,grain head,deere
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,per acre,deere
43,6/15/2020,https://www.agriculture.com/news/machinery/new-header-lineup-unveiled-by-john-deere,badding say,deere
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,x series,add
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,combine includes,add
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,harvest x9,add
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,crop pas,add
44,6/15/2020,https://www.agriculture.com/news/machinery/john-deere-adds-two-new-models-to-its-x-series-combine-lineup,package premium,add
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,court epa,ask
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,dicamba said,ask
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,target saidcritics,ask
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,dicamba epa,ask
45,6/15/2020,https://www.agriculture.com/news/business/dicamba-plaintiffs-ask-for-immediate-cutoff-of-weedkiller,grower resistant,ask
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,law case,aggag
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,first violated,aggag
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,law north,aggag
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,employee animal,aggag
46,6/15/2020,https://www.agriculture.com/news/business/judge-declares-much-of-nc-ag-gag-law-unconstitutional,worker said,aggag
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,soybean soy,big
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,contract forecast,big
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,last million,big
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,corn bet,big
47,6/15/2020,https://www.agriculture.com/news/three-big-things/3-big-things-today-june-15-2020,future million,big
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,basf farmer,file
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,filed motion,file
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,weed registration,file
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,basf engenia,file
48,06-12-2020,https://www.agriculture.com/news/crops/basf-corteva-file-motions-to-intervene-in-federal-court-case-that-vacated-dicamba,also crop,file
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,demand month’s,back
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,price market,back
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,million trading,back
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,report bushel,back
49,06-12-2020,https://www.agriculture.com/news/business/back-to-weather,year corn,back
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,hog usda,american
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,year usda,american
50,06-12-2020,https://www.agriculture.com/news/business/as-processing-plants-reopen-more-meat-for-americans-to-eat,production billion,american
