Id,Date,Url,Topic_Heading
44,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
45,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
46,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,new
47,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
48,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
49,"

January 24, 2020

",https://www.cargill.com/story/protein-innovation-cargill-invests-in-cultured-meats,protein
50,"

January 15, 2020

",https://www.cargill.com/story/cargill-aims-to-beefup-sustainability,aim
51,"

November 15, 2019

",https://www.cargill.com/story/informing-the-journey-towards-zero-deforestation,deforestation
52,"

November 13, 2019

",https://www.cargill.com/story/how-a-sustainable-coconut-oil-project-improved-livelihoods,coconut
53,"

November 11, 2019

",https://www.cargill.com/story/ag-is-how-young-leaders-will-build-a-sustainable-future,ag
54,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
55,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
56,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
57,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,cargill’s
58,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
59,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
60,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
61,"

January 15, 2020

",https://www.cargill.com/story/cargill-aims-to-beefup-sustainability,aim
62,"

November 15, 2019

",https://www.cargill.com/story/informing-the-journey-towards-zero-deforestation,deforestation
63,"

November 13, 2019

",https://www.cargill.com/story/how-a-sustainable-coconut-oil-project-improved-livelihoods,coconut
64,"

November 11, 2019

",https://www.cargill.com/story/ag-is-how-young-leaders-will-build-a-sustainable-future,ag
65,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
66,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
67,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
68,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,chapter
69,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,saving
70,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
71,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
72,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
73,"

November 15, 2019

",https://www.cargill.com/story/informing-the-journey-towards-zero-deforestation,deforestation
74,"

November 13, 2019

",https://www.cargill.com/story/how-a-sustainable-coconut-oil-project-improved-livelihoods,coconut
75,"

November 11, 2019

",https://www.cargill.com/story/ag-is-how-young-leaders-will-build-a-sustainable-future,ag
76,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
77,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
78,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
79,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,one
80,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
81,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
82,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,store
83,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
84,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,asphalt
85,"

November 13, 2019

",https://www.cargill.com/story/how-a-sustainable-coconut-oil-project-improved-livelihoods,coconut
86,"

November 11, 2019

",https://www.cargill.com/story/ag-is-how-young-leaders-will-build-a-sustainable-future,ag
87,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
88,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
89,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
90,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,new
91,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
92,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
93,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
94,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
95,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,cargill’s
96,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
97,"

November 11, 2019

",https://www.cargill.com/story/ag-is-how-young-leaders-will-build-a-sustainable-future,ag
98,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
99,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
100,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
101,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,chapter
102,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
103,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
104,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,bioindustrial
105,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
106,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,change
107,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
108,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
109,"

By Jill Kolling, Vice President of Global Sustainability, Cargill |
October 21, 2019

",https://www.cargill.com/story/perspectives-agriculture-is-how,agriculture
110,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
111,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
112,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,one
113,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,community
114,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
115,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
116,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
117,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,cycling
118,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
119,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
120,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
121,"

October 14, 2019

",https://www.cargill.com/story/sustainable-grain-based-solutions-for-aquafeed,across
122,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
123,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,cargill’s
124,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,chain
125,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
126,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
127,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
128,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,cargill’s
129,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
130,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
131,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
132,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
133,"

September 23, 2019

",https://www.cargill.com/story/cutting-our-footprint-4-ways-cargill-is-taking-action,action
134,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,dakota
135,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,cargill
136,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
137,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,investing
138,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
139,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,cargill’s
140,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
141,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
142,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
143,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
144,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
145,"

September 23, 2019

",https://www.cargill.com/story/how-one-south-dakota-wind-farm-signals-a-new-chapter-in-cargills,dakota
146,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,chain
147,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
148,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
149,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
150,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,cargill’s
151,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
152,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
153,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
154,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
155,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
156,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
157,"

August 29, 2019

",https://www.cargill.com/story/world-water-week-four-ways-cargills-pledge-to-saving-water,supply
158,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
159,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
160,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
161,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,asphalt
162,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
163,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
164,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
165,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
166,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
167,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,destined
168,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,better
169,"

August 15, 2019

",https://www.cargill.com/story/can-you-dig-it-cargill-supports-north-america-soil-health,america
170,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
171,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
172,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,path
173,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
174,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
175,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
176,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
177,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
178,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
179,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,better
180,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
181,"

July 08, 2019

",https://www.cargill.com/story/from-the-beauty-aisle-to-the-hardware-store,aisle
182,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
183,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,rejuvenator
184,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
185,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
186,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
187,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
188,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
189,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
190,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,guatemala
191,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
192,"

By Cargill Cocoa & Chocolate Sustainability Manager, Kate Clancy
March 20, 2019

",https://www.cargill.com/story/partnering-to-protect-our-forests,planet’s
193,"

June 28, 2019

",https://www.cargill.com/story/listen-up-eavesdropping-on-chickens-may-provide-insights,animal
194,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,dutch
195,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
196,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
197,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
198,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
199,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
200,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
201,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,better
202,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
203,"

By Cargill Cocoa & Chocolate Sustainability Manager, Kate Clancy
March 20, 2019

",https://www.cargill.com/story/partnering-to-protect-our-forests,planet’s
204,"

March 20, 2019

",https://www.cargill.com/story/tackling-deforestation-through-landscape-approaches,approach
205,"

June 27, 2019

",https://www.cargill.com/story/winds-of-change-cargills-asphalt-rejuvenator-makes-dutch-roads,asphalt
206,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
207,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
208,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
209,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
210,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
211,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
212,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,better
213,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
214,"

By Cargill Cocoa & Chocolate Sustainability Manager, Kate Clancy
March 20, 2019

",https://www.cargill.com/story/partnering-to-protect-our-forests,forest
215,"

March 20, 2019

",https://www.cargill.com/story/tackling-deforestation-through-landscape-approaches,approach
216,"

Protecting forests and other important natural landscapes in South America are crucial to the prosperity of farmers and the health of our planet.  

March 15, 2019

",https://www.cargill.com/story/3-ways-cargill-is-protecting-forests-in-the-soy-supply-chain,cargill
217,"

June 26, 2019

",https://www.cargill.com/story/a-team-of-cargill-mentors-went-to-munich-to-change-the-world,cargill
218,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
219,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
220,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
221,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
222,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,help
223,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,guatemala
224,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
225,"

By Cargill Cocoa & Chocolate Sustainability Manager, Kate Clancy
March 20, 2019

",https://www.cargill.com/story/partnering-to-protect-our-forests,partnering
226,"

March 20, 2019

",https://www.cargill.com/story/tackling-deforestation-through-landscape-approaches,approach
227,"

Protecting forests and other important natural landscapes in South America are crucial to the prosperity of farmers and the health of our planet.  

March 15, 2019

",https://www.cargill.com/story/3-ways-cargill-is-protecting-forests-in-the-soy-supply-chain,cargill
228,"

Cargill may be ahead of its peers on gender inclusion in commodity trading, but there is still work to be done. 

March 08, 2019

",https://www.cargill.com/story/the-future-of-trading-is-more-female,female
229,"

June 21, 2019

",https://www.cargill.com/story/taking-pride-everywhere-we-work,around
230,"

Supporting smallholders in Malaysia, Brazil and Indonesia

June 20, 2019

","https://www.cargill.com/story/helping-smallholder-farmers-improve-sustainability,-productivity",farmer
231,"

Cargill collaborates to develop, test and scale a new reporting model for the palm oil industry

June 19, 2019

",https://www.cargill.com/story/raising-the-bar-for-measuring-compliance-ndpe-implementation,bar
232,"

June 14, 2019

",https://www.cargill.com/story/together-we-can-protect-forests-and-preserve-land-in-brazil,brazil
233,"

April 22, 2019

",https://www.cargill.com/story/in-brazil-cafeteria-waste-once-destined-for-landfills-now-helps,brazil
234,"

A new partnership brings big potential to 100 small-scale palm farms 

April 15, 2019

",https://www.cargill.com/story/in-guatemala-partnering-for-a-better-tomorrow,better
235,"

By Dave MacLennan, Chairman and Chief Executive Officer,
March 21, 2019

",https://www.cargill.com/story/perspectives-we-will-end-deforestation,action
236,"

By Cargill Cocoa & Chocolate Sustainability Manager, Kate Clancy
March 20, 2019

",https://www.cargill.com/story/partnering-to-protect-our-forests,forest
237,"

March 20, 2019

",https://www.cargill.com/story/tackling-deforestation-through-landscape-approaches,deforestation
